TAXKEY,lon,lat
4700308100,-87.942131,43.005068
5110621000,-87.958398,42.988762
1110181000,-88.04573,43.151572
1950661000,-87.927466,43.113788
3070119100,-87.968401,43.072194
3101009100,-87.941492,43.072496
3111009100,-87.928353,43.072328
3111250100,-87.937075,43.074635
3111378110,-87.933549,43.071865
3170551000,-87.877683,43.067513
3170552000,-87.877683,43.067513
3170553000,-87.877683,43.067513
3170554000,-87.877683,43.067513
3190313100,-87.879039,43.066871
3190314100,-87.878934,43.06706
3250476100,-87.939162,43.063084
3261501100,-87.957123,43.064753
3492503100,-87.952916,43.057667
3522951000,-87.927452,43.054417
3562291000,-87.882923,43.056055
3562292000,-87.882923,43.056055
3661526100,-87.959352,43.048986
3880117100,-87.949186,43.04056
3882312000,-87.948097,43.040533
4281171000,-87.917863,43.02457
4601346100,-87.937026,43.016441
4601348100,-87.936924,43.016539
4611631000,-87.925012,43.012989
4660335100,-87.90434,43.003385
4692802110,-87.934097,43.004913
4704142000,-87.941455,43.007605
4970960100,-87.920436,42.997394
5010711000,-87.88872,42.998869
5390110000,-87.89021862672027,42.98658610710617
5599985110,-88.01234678664177,42.98034462320548
1399986214,-87.98411271626748,43.1341617885068
3881624000,-87.9540173973087,43.04558536758013
2530051000,-88.0197112237059,43.09059704598674
3650287000,-87.9527153657296,43.04925652527801
5570838000,-87.99473252594949,42.9765463413182
2940143000,-88.03457286186854,43.07755217432139
2449956000,-87.93085510792581,43.09633756346451
3550714000,-87.89572385439041,43.05583835513377
4601008000,-87.9321894530163,43.01271677076746
5940245000,-87.9017175241199,42.96317349600365
3250391000,-87.94158835525218,43.06382176182986
0840313000,-87.98078096086374,43.15764542002739
5110133000,-87.96123341761361,42.99226542363363
2130371000,-88.00906192296428,43.10957499909677
3031404000,-88.01396466740279,43.072100907119456
1200037000,-87.98752862022607,43.14417735618133
4280210110,-87.91062899324668,43.03071969468198
1890504000,-87.99513673292373,43.115487830734544
5041042000,-87.89249343370079,42.99341888258571
1231111000,-87.96389348522365,43.14563968838293
2440970000,-87.93514496294708,43.09450111187856
3890809100,-87.94455024349529,43.045133616167234
4990914000,-87.90248504947319,42.996185784094
1109951100,-88.04340139281017,43.154177772874
5590336000,-88.01555188865376,42.978761964637606
2801308000,-87.8892254275702,43.08061638589192
5360619000,-87.92609372199239,42.9823176636266
5779963111,-87.94209643742168,42.968244936966975
6890314000,-87.93049997713797,42.931715527082666
5071058000,-87.92712001565478,42.99073925321295
3660217000,-87.96742371991532,43.04854410923712
2230033000,-88.02157716727415,43.10323010923838
2160022000,-88.04105343072638,43.10918748025711
2670950000,-87.97665211084784,43.08654259796443
2860217000,-87.94813132633104,43.07579044086885
3220410000,-87.90885300080016,43.06634920023101
1921108000,-87.96265522023116,43.1166414167432
2851663000,-87.94261659146798,43.083281184838754
3050848000,-87.99475095039554,43.074704756493645
1780433000,-88.02913167340489,43.121159488778225
4601574000,-87.93565758226968,43.01351123668555
5400421121,-87.88120055373872,42.987308048895315
4580853000,-87.95320979375552,43.00499495512046
3850661100,-87.9790321116711,43.04005564866756
2851908000,-87.9375251650007,43.08188269081536
3281917000,-87.9771026380174,43.06391690058864
2530053000,-88.01970585833348,43.09081655084232
5610530000,-88.03097178204497,42.97697956301218
2090399000,-87.97051073910704,43.10908421375965
4331954000,-87.93712638894775,43.01950314012507
2270538000,-87.98496539625422,43.09998436804004
1880436100,-88.00226613731081,43.11333796865286
1840278000,-88.0409814803969,43.117422351697755
4970374000,-87.92031197401461,43.00104381167724
6900242000,-87.93972785466406,42.93522416024376
1391124000,-87.97977354011641,43.13863164375462
4690902000,-87.93719316642516,43.00351793522657
0030221000,-88.04255883466475,43.19196711502173
2680807000,-87.958022671445,43.08524622373946
3070631000,-87.96901038587788,43.07455728520802
3020099000,-88.02280596622903,43.072497454749715
3091044000,-87.95646767187999,43.071240409325675
3600354000,-87.90296859676617,43.05121381440928
4601254000,-87.93253739830348,43.01393653388782
5600158000,-88.02061674509416,42.97602526690918
1740704000,-87.99496606236372,43.124758395005536
5380301000,-87.90081378066984,42.98779892811489
5361282000,-87.92309275046102,42.9841709105208
2090317100,-87.97173593422394,43.1075199443027
3500871200,-87.93909529685868,43.057937315451134
5080269100,-87.93172736354771,42.99048972800964
1719865000,-87.9569738046606,43.12405689042615
4991411000,-87.90777819108953,43.00129801880974
5730092000,-87.98411811026786,42.96730243694282
2620405000,-88.01915205726468,43.08404010127329
0840253000,-87.97876652290883,43.15661037325036
2310298000,-87.94201068958989,43.10127611183909
1439980100,-88.02024063592663,43.13464778900131
5050302000,-87.89948712289583,42.99539517852933
5350013000,-87.93417834110943,42.98244136114919
4310181000,-87.91584681678583,43.01982599048788
3642513000,-87.94577501169432,43.046125744448446
3030561000,-88.01016434099344,43.07370832860758
3061358000,-87.97892277913246,43.069201354553385
3469949000,-87.98053783881568,43.05743425140338
5319973100,-87.97320571578592,42.98644600157415
2800819000,-87.89526434318758,43.08030647384462
2630019100,-88.01419336416207,43.08909759773484
1580157000,-87.9569290158997,43.12710534345791
2860741100,-87.95053961605409,43.07735940560728
4201100000,-87.98778542757762,43.02791909038221
4680111000,-87.92509771094508,43.00661832728445
5120945000,-87.97116470861481,42.9906816851619
5491003000,-87.917083200216,42.97835691077905
5759996210,-87.967626116330635,42.97275949438954
0840074000,-87.97943533617658,43.16159516273534
3161433000,-87.87945268591531,43.06969822419664
3050255000,-87.99308234937914,43.07055220716286
3922133100,-87.91147110908146,43.04660195864941
5970446110,-87.93766455489768,42.964709961221274
2710472110,-87.93277194559897,43.08837253803487
5410013000,-87.87665004944427,42.98725384617193
2101102000,-87.98581516637131,43.10756534128078
2099991000,-87.96771977031847,43.111191000842105
2210623000,-88.03864861292202,43.09649991851095
4620376110,-87.9115338756316,43.015263286250345
2640054100,-88.00268208173546,43.087579209614006
2280361100,-87.97481258371428,43.09773308602523
3020117000,-88.02335416644506,43.072816969233294
2850775000,-87.94558790227633,43.07817148202558
3280431000,-87.97454497540585,43.06700230579862
4180104000,-88.00767739673896,43.030911817086086
5521420000,-87.9432533919235,42.97464161643091
2520250000,-88.01185603684554,43.094519247363195
3100281000,-87.9382172972497,43.06944347614051
5040120000,-87.8930103952206,42.988543904821704
5570110000,-87.9897473381392,42.98087104179558
4991986000,-87.898325702411,42.99932730322174
2470711000,-87.96578109296034,43.09420274171116
2780645000,-87.8750302752327,43.08105901074006
4340077000,-87.93900046584235,43.021694167522256
4070437000,-88.00947861944177,43.03354760017158
5600434000,-88.02060567923638,42.976523359465155
3180085000,-87.8738066233132,43.06634151264575
5300606000,-87.98674413735968,42.981426692647176
2620323000,-88.01846510358244,43.08600058491241
3540120000,-87.90562319362104,43.05825307557724
2871038000,-87.96337248923078,43.080779423616896
1490066000,-88.04758763275083,43.12793745933825
2930678000,-88.02537128148526,43.07819469194105
5320535000,-87.9638469782912,42.98588047260684
2830311000,-87.92392021108098,43.0803475556646
5580928000,-88.00475572424337,42.97511960727567
2440962000,-87.93387361141362,43.09471782456294
5580020000,-88.001837223472,42.97968944295496
2649978000,-87.99779762354616,43.08281493528438
6441713000,-87.94675937818042,42.9456229853827
3650862000,-87.94828643604255,43.049868455978746
3291663000,-87.98058028673498,43.06260598520996
4620418000,-87.91494801648429,43.01529447706961
2700516000,-87.93870515371586,43.083915309006095
3240506000,-87.93165400148496,43.06708354277641
5089983111,-87.93636267537569,42.99255056374203
4311060000,-87.91719435146156,43.02230739739772
3271842000,-87.95828453128387,43.06358786600794
4270006000,-87.92030185260084,43.02449216698388
4990306000,-87.90726197449575,42.998694156446575
5830006000,-87.88927442594274,42.97262730493687
3610202110,-87.91534115150854,43.05020170563304
1390227000,-87.98530941219329,43.13526120113752
1921271000,-87.96311605378374,43.11839340366008
4332050100,-87.93587195999844,43.017885452489665
3051030000,-87.99325424175859,43.07238367389313
5390802000,-87.89841004789076,42.986977800267134
2120032000,-88.00480399573239,43.1119558027818
3109952000,-87.94637367546345,43.072656768140625
6890276000,-87.9315233462299,42.931964931643655
1840402000,-88.0431191821966,43.118945894551466
2050319000,-87.93495788279766,43.111350620082845
3290527000,-87.97830615283286,43.06524289268059
0449969110,-88.00156337235644,43.17727356129363
2790101000,-87.88601617907844,43.0817614381227
5071138000,-87.92469010569373,42.99107559932545
5040510000,-87.89457877362742,42.991833125278625
5071207300,-87.92713797600588,42.989984780849184
3280114000,-87.97530729111739,43.06260905254186
2490083000,-87.97780804192588,43.09619224875643
3230413000,-87.91876616552,43.06698519519784
3281281000,-87.97033743739779,43.061574340481336
2230104000,-88.02018817922702,43.10219841497895
5350853000,-87.93052244553256,42.985843148777285
2260564000,-87.99313483358914,43.10431853295767
2120434000,-88.00417097878109,43.107436737974226
1430542000,-88.01365324160955,43.13697083791848
4240002000,-87.95405298538178,43.024284670336485
3160071000,-87.88628143664481,43.07004657508389
1229912110,-87.96680452278969,43.14605057650704
1490192000,-88.04686800455913,43.12630852900323
5491001000,-87.9170794497563,42.97863538059488
4960511000,-87.92888861461373,42.99824506748917
2670916000,-87.97486729703114,43.08696517066663
1530033100,-88.0128230663009,43.13338321458177
2722339000,-87.92496341990667,43.08745163365131
2881132000,-87.97630792742208,43.07692957367094
2720819000,-87.92383562078666,43.08328552090405
2260010000,-87.99060628649005,43.100195646080536
4050530200,-87.9902147207039,43.03427962138466
5490802000,-87.91403971775678,42.97897571813082
4320671000,-87.92466337100619,43.021461206623925
4080023000,-88.02463722509597,43.03457558157091
5950211000,-87.91653114165771,42.96479623594895
4961477000,-87.93164873374376,42.99612598578015
2440905000,-87.92846658973568,43.09414390712883
2530247000,-88.02472396676231,43.09063925477022
2530114000,-88.02220691379385,43.091550906883874
1850229000,-88.03166576634996,43.1188309017395
5280605000,-88.00240337787018,42.98703865486237
5600167000,-88.01938790080166,42.9761945120217
2659982100,-87.98745917945325,43.08311014136525
3890304000,-87.94720434170026,43.04299301895076
3290148000,-87.98668769703933,43.060948121608355
3111337120,-87.93517565665773,43.072752479010646
2510409000,-88.00212320577448,43.093439169189686
3050403000,-87.99359327170109,43.07087809903378
5140207000,-87.9914819977743,42.99327295976346
3480529000,-87.96494590734144,43.058864873506714
2240126000,-88.01532460597147,43.10163396072993
1160066000,-88.03289042752807,43.14504376504826
2861075000,-87.94931724404286,43.07790210597742
4710375000,-87.95695858693126,43.005209561884314
2120234000,-87.99766953769198,43.10935901739536
3513751000,-87.93675262305335,43.053624226310525
3130746000,-87.91197916494984,43.0732234855184
5380044000,-87.90319739188367,42.982156257818055
2880489000,-87.97291597859329,43.07596464860144
5580162000,-88.00193399211574,42.97896257492892
5380279000,-87.90199046172931,42.98665300430465
1520104000,-88.02249453774,43.13033342900451
2739970000,-87.91276528866003,43.08256296178692
1170540000,-88.02255099119282,43.14638766692718
5360029000,-87.92670187803189,42.98573214538874
5149947000,-87.99666402749348,42.991760599457805
5000037000,-87.90125637531132,42.99576460722301
4010403110,-87.95467910901591,43.03217399623693
1870363100,-88.01498284243165,43.11510610602846
2290155000,-87.96123459293699,43.0983624184523
3490363000,-87.9559630700929,43.057436699742155
3503280000,-87.93857415182843,43.0542618446142
6430616000,-87.93624169671372,42.949935975965374
2091710000,-87.97103077041912,43.10801228802141
3140304000,-87.90115183602295,43.07047704866353
2280184000,-87.97396825306292,43.10381878200312
3170176000,-87.87367783286042,43.0714766383324
5130254000,-87.97858231213313,42.99106299837205
4991862000,-87.90042063550626,43.000834740676666
3490212000,-87.95474776590915,43.05952456646733
3050234000,-87.99239936254625,43.06829033599343
3461241000,-87.98380459439436,43.05481370033621
6680008000,-87.95726022107534,42.94399118205891
3102540000,-87.94323315686411,43.07020171423691
3020624000,-88.02333668483635,43.070782045128155
1780305000,-88.02904483846628,43.123807221076184
2702021000,-87.94118961993108,43.0827805812403
5300724000,-87.97991483388202,42.98275679366457
5980209000,-87.9428990676144,42.96551838419144
4011244100,-87.95095929571559,43.03286894126115
5320278000,-87.96133648641127,42.98542003498095
4030337000,-87.97351019157853,43.03843425810476
5600356100,-88.02718177348476,42.97665660362675
5130499000,-87.98095052029348,42.995141221696585
2890093000,-87.9828993430874,43.08171634428821
2610808000,-88.03017700075517,43.08023685943402
3031327000,-88.01555467772653,43.074908543138875
4360392000,-87.96139906852827,43.01875099267023
1589964000,-87.96305985753126,43.13164868928288
1530349000,-88.00980647881909,43.13204904648488
2920408000,-88.00944375073868,43.07723051572432
3211363100,-87.90448047702277,43.06367371625588
2440625000,-87.92735205758943,43.090361642668576
2270548000,-87.98445601310976,43.09965088299058
3471005000,-87.97384446214332,43.05986938121643
2870098000,-87.9662614285604,43.07936032401021
2080148000,-87.96334270927308,43.109984724085464
5820810000,-87.8967051981011,42.972328927080255
4010204100,-87.9573092353511,43.035591788464366
4611512000,-87.91867278874722,43.01248377139141
0310455000,-87.99488138308776,43.1811229854472
6241511000,-87.93225215043483,42.95566473549526
4961446000,-87.93031118329206,42.99585533443638
4161166111,-88.02862086676774,43.02549240648856
5580531000,-88.00724269767102,42.98068537838093
2700154000,-87.94669284495345,43.08452105063256
5071301000,-87.92296457139328,42.9940037625271
5071302000,-87.92296457139328,42.9940037625271
5071303000,-87.92296457139328,42.9940037625271
5071304000,-87.92296457139328,42.9940037625271
5071305000,-87.92296457139328,42.9940037625271
5071306000,-87.92296457139328,42.9940037625271
5071307000,-87.92296457139328,42.9940037625271
5071308000,-87.92296457139328,42.9940037625271
0000005294,-87.92296457139328,42.9940037625271
2701302000,-87.93988845560085,43.084373634204
1080228000,-88.02187533296986,43.15426877933043
6429993110,-87.92325872839297,42.94950226443374
2280232000,-87.97404944415864,43.10037522239966
1860424000,-88.02114453848748,43.11326552906176
3200220000,-87.89703717262286,43.06545107100724
2490457000,-87.98102163788096,43.09468938070166
7160043000,-87.93938073134292,42.92485144158069
3241302000,-87.93170382324487,43.063362291471336
4940603100,-87.957556279703,42.9982253593459
2480059000,-87.97414179958218,43.09703398743786
4670379000,-87.91739188876436,43.00990599754985
5270332000,-88.01179042557325,42.98427728465209
3670023000,-87.9683494816386,43.04765867144933
2930279000,-88.01840180527641,43.077532159216254
5950646000,-87.91550766226678,42.962750081979145
4180482000,-88.014677026510455,43.02860610330246
2611406000,-88.02843045105399,43.08356137304264
2790397111,-87.88436206058545,43.07852045366224
4331757000,-87.93461284996637,43.01958790271747
6699936100,-87.94040961326643,42.93908172105637
4961915000,-87.9342556617872,43.00124985451375
6889977110,-87.92188682348049,42.93087620375038
2701946000,-87.94165740215965,43.08915168208095
3632638000,-87.93744532247929,43.04108584035629
4360632000,-87.95997181736553,43.02386663875086
1909695000,-87.98273239322512,43.11723978242437
5270229000,-88.01453635895099,42.9847885244913
2811709000,-87.90110101802964,43.07991758096238
3470094000,-87.97501472541323,43.053872799213615
5290893000,-87.99575686618515,42.98496590692651
4610644100,-87.92769823152558,43.01083354472026
1860002000,-88.02520224152822,43.115709483466006
3270347000,-87.95826790930921,43.06438512118306
4960426000,-87.93793650553803,42.99885700331921
2660748000,-87.97745590970408,43.08763751718923
2631078000,-88.01131387999114,43.0837251131756
1870315000,-88.01565192658042,43.11572816187984
2250056000,-88.00407795569222,43.10003427852632
2449980000,-87.9289238507335,43.09652336705413
2080544000,-87.9586467193462,43.105107755592016
3480018000,-87.95825656285284,43.0532267174212
5570343000,-87.99229254299922,42.98049560347577
4350875000,-87.94937997721946,43.017628143394234
3231531100,-87.92227007516574,43.06662443572318
1750852000,-87.9980843306038,43.12247895257054
2170098000,-88.05021594623108,43.10686029812779
2250279000,-88.00362938937855,43.09693153124176
5571372000,-87.9902795060171,42.97636501140596
3290482000,-87.97898969498367,43.064418881653154
3900521100,-87.92822344293788,43.04509772108221
3661620000,-87.96466281778915,43.0482596219037
4940162000,-87.9496797257133,42.996832632885145
2100233100,-87.98286382396128,43.107185398755405
2720055000,-87.92307344733142,43.08607434928712
4020281111,-87.96603647328679,43.03553950326267
2451709000,-87.9452794848126,43.09408843100256
3030412000,-88.00895954622514,43.07284555622517
4360112000,-87.96080137119665,43.022133464606654
2842067000,-87.93063859269837,43.07983456884104
3920964000,-87.90786469751541,43.030901569264536
5120535000,-87.97305328128186,42.994196816550264
2210021200,-88.04437095623575,43.10454764319006
1909921100,-87.97704337436213,43.112274468819784
2500049000,-87.98973660607064,43.0933595942572
2630456000,-88.01056291393668,43.08850500439111
3122003111,-87.91947563330599,43.0678460356505
5570034000,-87.99369574703852,42.97820039719942
4200363000,-87.99645139841066,43.026413458040516
5360595000,-87.9267717177003,42.98242000308584
3250939000,-87.94387958925908,43.064985250201566
2470532100,-87.96117439031431,43.092940854217105
1760608000,-88.01280435843823,43.122966315054455
1910043000,-87.96920978344414,43.11251704744097
2880318000,-87.97282228703475,43.08160780140043
4611265000,-87.92712897127161,43.01474975541953
6709957121,-87.93630170544755,42.93840570513731
2530911000,-88.02427648481853,43.09390828960171
4171344000,-88.02649657364564,43.02659881423599
4020786000,-87.96247378392637,43.03296269910259
2800015000,-87.89597091988111,43.07940428796179
3200625000,-87.88989970981716,43.06401950250041
4360259000,-87.9596415944956,43.02094101998756
4601303000,-87.93366204448803,43.0159546909056
4961323110,-87.93678725007074,42.99615377652191
5600126000,-88.02260509547023,42.97525930077533
1939971000,-87.94916669224648,43.11352609835709
2940041000,-88.03152493903497,43.079015269904566
4610598000,-87.92529066037412,43.01127638454941
3251008000,-87.946021135454,43.06588898558849
6909910000,-87.94065869013092,42.93296809246995
2250721000,-87.99770879737173,43.10167225652683
3480561000,-87.96376786552497,43.05909163421394
2280503000,-87.96840347936241,43.10113932515126
3921180000,-87.91248170452698,43.04327055355438
3220277000,-87.91065928223973,43.06069577879125
1780132000,-88.03230879730039,43.12221501926435
3230517100,-87.9194125184466,43.06468421127226
2290407000,-87.95831774289891,43.09988092922848
5470920000,-87.89912762726229,42.974553255128605
2100209000,-87.98334271408613,43.10990142314068
2861053100,-87.94999984493558,43.07801196020015
4351301000,-87.94881498091608,43.02396204163937
3661514000,-87.95799091018938,43.048974948956385
4581311000,-87.95000662261853,43.01273353822469
3109979000,-87.94568134461387,43.071820496281326
1090013000,-88.02752836926716,43.153451857920125
5580538000,-88.0070935003373,42.979761306154515
5070405000,-87.92173219977323,42.9914954249543
2550260100,-88.04188311708242,43.091285349801666
2240197000,-88.0168823219832,43.10132898402793
4340014100,-87.94023034124983,43.02391469634269
5260203000,-88.01969739020662,42.98332565527458
5361502000,-87.92541048406977,42.98796114279525
2630345000,-88.01274107424209,43.086347792830246
1200085000,-87.99140857950358,43.144747699552426
1090146000,-88.0316431665883,43.15052895058378
2300606000,-87.94706416362916,43.10011917121911
4011080000,-87.95117067735254,43.03581520608425
5590339000,-88.01482300446487,42.979036903455615
3981292000,-87.92495033726796,43.03294841331475
2530667000,-88.02033635013079,43.09453542445722
2700848000,-87.94435373723861,43.08882437118604
3460806000,-87.98599671228797,43.052581008833734
3460007000,-87.97787866054763,43.05505853484787
2830147100,-87.9269128900442,43.0811723755606
2840604000,-87.93143850225528,43.076460670352354
3850150000,-87.98700772950308,43.0407241756896
5490869000,-87.91337186800713,42.97763946623629
6690321000,-87.94321043366136,42.94206051623717
5370186000,-87.91519167894785,42.98143671789272
4689999000,-87.92234163645229,43.00464368576408
5010421100,-87.89070982517458,42.99823682194026
4601403000,-87.93531435188311,43.01579366434332
6439944200,-87.93407387485685,42.94647115801704
1170324000,-88.01863403332878,43.146026752884154
4611357000,-87.9264209327558,43.013279311979694
5610145000,-88.0284992220093,42.978257329082155
1921318110,-87.96522949397834,43.11607389291306
3480232000,-87.95956871819764,43.05699193534556
4611096100,-87.92153078064445,43.01511555388519
3220129110,-87.910005105326,43.06229474746063
3131311000,-87.91054805414117,43.07077241715348
5269952100,-88.02049030153387,42.98128859715528
1780228110,-88.03240557643453,43.11980770803473
1919895000,-87.97162354628445,43.114734220349824
5140023000,-87.9891555298409,42.99454419206304
4961407100,-87.92892314566896,42.99651278931434
4960372000,-87.93738115787619,43.00175411208437
2841221000,-87.93367892868544,43.08088167506533
2250575000,-88.00229811658328,43.10434527417612
5330268000,-87.95552805852374,42.98630443606085
1490283000,-88.04905111786164,43.12683918307379
2722424000,-87.92677969926213,43.08607289855645
1760523000,-88.0117167253303,43.12304400107971
3161283000,-87.87844600875403,43.0688697161179
3010008000,-88.03514070466116,43.07079137602109
2660029000,-87.98488012086298,43.08961831751704
4050549000,-87.99066429346993,43.03323988029808
5370415100,-87.90983764434942,42.98222993781207
4961701000,-87.93789008828028,43.00131654791865
4360054000,-87.95915720626827,43.022996254973066
4710307000,-87.95566361587922,43.00771181987381
1449998113,-88.03324897447543,43.134950440918715
1229972110,-87.9737863656615,43.14806747342619
1750751000,-87.99749472453476,43.12479083248053
4970891000,-87.92281113666354,42.99676610355826
5820304000,-87.89033841599758,42.97341769270587
5940802100,-87.90038423677575,42.95986764071368
2890447000,-87.98162183135297,43.080117641899015
0730455000,-88.03875377018583,43.16857780947794
6670151000,-87.96259908851017,42.94155529065968
2260076000,-87.9946903284231,43.09962554892176
1379834110,-87.96487961049306,43.14067727669994
0720545000,-88.03097152132683,43.16912765366233
