record_id,taxkey,date_inspection,violations
ORD-17-00055,3490102200,2017-01-03,3
ORD-17-00056,3480422000,2017-01-03,3
ORD-17-00057,3490102200,2017-01-03,3
ORD-17-00061,2920450000,2017-01-04,1
ORD-17-00064,6410033100,2017-01-04,2
ORD-17-00071,3050476000,2017-01-04,1
ORD-17-00082,2830318000,2017-01-03,7
ORD-17-00096,5770213000,2017-01-04,1
ORD-17-00104,4709943000,2017-01-03,5
ORD-17-00106,4011062000,2017-01-03,5
ORD-17-00114,5380810000,2017-01-04,1
ORD-17-00115,1890247000,2017-01-04,4
ORD-17-00116,2090620100,2017-01-04,10
ORD-17-00117,4360066000,2017-01-04,1
ORD-17-00118,2731418000,2017-01-04,5
ORD-17-00120,3480727000,2017-01-03,2
ORD-17-00121,2460248000,2017-01-04,4
ORD-17-00126,3670642000,2017-01-04,1
ORD-17-00127,4360155000,2017-01-04,2
ORD-17-00131,4690534000,2017-01-04,1
ORD-17-00133,4332251000,2017-01-04,1
ORD-17-00135,4351209000,2017-01-03,1
ORD-17-00136,0341189000,2017-01-03,5
ORD-17-00139,3592007000,2017-01-04,1
ORD-17-00141,3921169110,2017-01-04,2
ORD-17-00142,3960385000,2017-01-05,2
ORD-17-00143,2470624000,2017-01-03,1
ORD-17-00144,0310431000,2017-01-05,5
ORD-17-00146,3481235000,2017-01-04,1
ORD-17-00147,2860005100,2017-01-04,6
ORD-17-00148,1440102000,2017-01-03,4
ORD-17-00151,3140721000,2017-01-04,2
ORD-17-00152,1930117000,2017-01-04,6
ORD-17-00153,1090012000,2017-01-03,4
ORD-17-00157,4681209000,2017-01-03,4
ORD-17-00158,2470223000,2017-01-03,1
ORD-17-00159,2241002000,2017-01-05,2
ORD-17-00160,3122518000,2017-01-04,3
ORD-17-00162,4681209000,2017-01-03,4
ORD-17-00164,1550005100,2017-01-03,1
ORD-17-00171,4339981000,2017-01-04,1
ORD-17-00172,4691718000,2017-01-04,5
ORD-17-00174,5591952000,2017-01-04,1
ORD-17-00175,4331985000,2017-01-04,1
ORD-17-00177,4610646000,2017-01-05,1
ORD-17-00181,3121598000,2017-01-05,5
ORD-17-00182,3661501000,2017-01-03,1
ORD-17-00183,2452305000,2017-01-04,7
ORD-17-00184,5070933000,2017-01-05,1
ORD-17-00186,3651188000,2017-01-05,1
ORD-17-00187,4090566000,2017-01-05,13
ORD-17-00188,3201503000,2017-01-05,1
ORD-17-00189,3480519000,2017-01-03,11
ORD-17-00192,5591018000,2017-01-04,1
ORD-17-00193,3610431000,2017-01-03,2
ORD-17-00195,5070473000,2017-01-05,1
ORD-17-00196,3480519000,2017-01-03,2
ORD-17-00197,3280342000,2017-01-04,7
ORD-17-00200,4591218000,2017-01-03,1
ORD-17-00207,5530625111,2017-01-04,1
ORD-17-00209,5591019000,2017-01-04,1
ORD-17-00210,4950034000,2017-01-04,1
ORD-17-00213,5331104000,2017-01-05,4
ORD-17-00216,5740159000,2017-01-05,2
ORD-17-00217,3502089100,2017-01-05,30
ORD-17-00218,2701333000,2017-01-05,24
ORD-17-00219,0310432000,2017-01-05,3
ORD-17-00220,4691737000,2017-01-05,8
ORD-17-00222,4610683000,2017-01-04,1
ORD-17-00223,4010787000,2017-01-05,1
ORD-17-00224,3500013000,2017-01-05,1
ORD-17-00225,2251043000,2017-01-06,12
ORD-17-00226,2701315000,2017-01-05,26
ORD-17-00227,3480240000,2017-01-04,22
ORD-17-00228,4010787000,2017-01-05,1
ORD-17-00229,2480178110,2017-01-04,5
ORD-17-00230,2680128000,2017-01-03,1
ORD-17-00231,4010787000,2017-01-05,1
ORD-17-00233,5959942100,2017-01-03,1
ORD-17-00234,3670841000,2017-01-04,6
ORD-17-00239,3661713100,2017-01-06,1
ORD-17-00241,3531941000,2017-01-05,1
ORD-17-00242,2100535000,2017-01-06,1
ORD-17-00249,4010787000,2017-01-05,9
ORD-17-00250,5381216000,2017-01-05,3
ORD-17-00251,1900223000,2017-01-04,2
ORD-17-00255,3242429100,2017-01-06,12
ORD-17-00257,2811410000,2017-01-05,1
ORD-17-00258,2480641000,2017-01-05,1
ORD-17-00259,3513307100,2017-01-06,1
ORD-17-00260,3460521000,2017-01-05,8
ORD-17-00261,2471440000,2017-01-04,2
ORD-17-00262,3661737000,2017-01-06,1
ORD-17-00263,4332252000,2017-01-04,1
ORD-17-00264,2732011000,2017-01-04,1
ORD-17-00265,3661715000,2017-01-06,1
ORD-17-00266,4681423100,2017-01-05,4
ORD-17-00267,2840743000,2017-01-05,12
ORD-17-00268,3521931000,2017-01-06,8
ORD-17-00269,3660550000,2017-01-06,1
ORD-17-00270,0440243110,2017-01-05,13
ORD-17-00271,3882016000,2017-01-06,1
ORD-17-00273,4680532000,2017-01-04,3
ORD-17-00274,3651040000,2017-01-06,1
ORD-17-00275,4680454000,2017-01-04,3
ORD-17-00276,3491594000,2017-01-04,1
ORD-17-00277,3880008000,2017-01-06,5
ORD-17-00278,3880008000,2017-01-06,4
ORD-17-00279,2840219000,2017-01-03,1
ORD-17-00281,2830936100,2017-01-04,10
ORD-17-00282,2681219000,2017-01-06,1
ORD-17-00283,4681445000,2017-01-04,3
ORD-17-00284,0720788000,2017-01-05,1
ORD-17-00286,3070210000,2017-01-06,4
ORD-17-00287,4689929000,2017-01-03,1
ORD-17-00288,2739989110,2017-01-05,9
ORD-17-00289,5279994341,2017-01-06,1
ORD-17-00290,4611031000,2017-01-05,6
ORD-17-00291,3530851100,2017-01-06,1
ORD-17-00293,1880747000,2017-01-04,9
ORD-17-00295,3281675000,2017-01-05,1
ORD-17-00297,2731747000,2017-01-05,11
ORD-17-00298,3880204100,2017-01-06,4
ORD-17-00299,3660606110,2017-01-04,2
ORD-17-00300,4700065000,2017-01-04,1
ORD-17-00301,1430805000,2017-01-06,5
ORD-17-00302,2690341000,2017-01-06,1
ORD-17-00303,2300478000,2017-01-09,12
ORD-17-00304,4320656000,2017-01-05,8
ORD-17-00305,3661402100,2017-01-05,1
ORD-17-00306,3611685100,2017-01-09,8
ORD-17-00310,4320134000,2017-01-09,6
ORD-17-00311,4320134000,2017-01-09,6
ORD-17-00313,3070962000,2017-01-09,1
ORD-17-00314,3502089100,2017-01-09,9
ORD-17-00315,3650072100,2017-01-06,1
ORD-17-00316,4320137000,2017-01-09,6
ORD-17-00317,5380967100,2017-01-09,5
ORD-17-00323,3920986000,2017-01-09,1
ORD-17-00324,2300478000,2017-01-06,9
ORD-17-00328,2890709000,2017-01-09,19
ORD-17-00329,3490816100,2017-01-09,1
ORD-17-00330,2070143000,2017-01-09,1
ORD-17-00333,3100851000,2017-01-09,4
ORD-17-00334,4610011000,2017-01-05,6
ORD-17-00335,1580320000,2017-01-09,16
ORD-17-00336,5310603100,2017-01-09,1
ORD-17-00337,2909997000,2017-01-09,1
ORD-17-00340,0341186000,2017-01-05,48
ORD-17-00342,3590411000,2017-01-09,12
ORD-17-00350,2731004000,2017-01-05,1
ORD-17-00355,4020313000,2017-01-09,1
ORD-17-00356,2070606000,2017-01-09,1
ORD-17-00357,3641368000,2017-01-06,3
ORD-17-00358,0319992111,2017-01-09,5
ORD-17-00359,4310198100,2017-01-06,9
ORD-17-00361,4710931000,2017-01-04,6
ORD-17-00363,2460004000,2017-01-03,1
ORD-17-00364,4970098000,2017-01-03,2
ORD-17-00366,2270360000,2017-01-09,2
ORD-17-00368,3460521000,2017-01-06,5
ORD-17-00369,0319992111,2017-01-09,5
ORD-17-00370,0319992111,2017-01-09,5
ORD-17-00371,2611166000,2017-01-10,1
ORD-17-00372,3071154000,2017-01-06,23
ORD-17-00373,3642230100,2017-01-06,1
ORD-17-00374,5770204100,2017-01-06,3
ORD-17-00376,2240423100,2017-01-09,1
ORD-17-00377,3161672000,2017-01-06,5
ORD-17-00380,2320241000,2017-01-09,2
ORD-17-00381,2070503115,2017-01-09,1
ORD-17-00383,3060799000,2017-01-09,1
ORD-17-00384,3271642000,2017-01-09,8
ORD-17-00385,4601445000,2017-01-06,1
ORD-17-00386,2452308000,2017-01-09,4
ORD-17-00387,3480940000,2017-01-10,25
ORD-17-00392,3220717100,2017-01-04,7
ORD-17-00393,2731207000,2017-01-10,5
ORD-17-00394,3113307000,2017-01-04,15
ORD-17-00395,4320205000,2017-01-09,18
ORD-17-00399,3540145000,2017-01-10,1
ORD-17-00400,2820905000,2017-01-09,2
ORD-17-00403,4620004110,2017-01-09,1
ORD-17-00404,2830419000,2017-01-09,10
ORD-17-00406,2811410000,2017-01-10,1
ORD-17-00408,5460385000,2017-01-09,1
ORD-17-00410,2641033000,2017-01-09,5
ORD-17-00411,2730620100,2017-01-10,3
ORD-17-00414,3071154000,2017-01-06,8
ORD-17-00415,2811608000,2017-01-09,1
ORD-17-00417,5070326000,2017-01-10,1
ORD-17-00418,2130039000,2017-01-05,1
ORD-17-00422,4692249000,2017-01-10,1
ORD-17-00424,2840101000,2017-01-09,9
ORD-17-00425,3071154000,2017-01-06,1
ORD-17-00427,2280185000,2017-01-09,1
ORD-17-00428,3280406000,2017-01-10,1
ORD-17-00430,4970789000,2017-01-10,1
ORD-17-00432,5360203000,2017-01-10,1
ORD-17-00433,4020503000,2017-01-10,1
ORD-17-00435,2850874110,2017-01-10,6
ORD-17-00436,3291142100,2017-01-09,1
ORD-17-00437,3271038000,2017-01-06,9
ORD-17-00438,3290125110,2017-01-09,1
ORD-17-00440,4311074000,2017-01-10,2
ORD-17-00446,2250518000,2017-01-10,1
ORD-17-00448,3540813000,2017-01-06,2
ORD-17-00449,4961048000,2017-01-10,1
ORD-17-00453,4960006000,2017-01-10,1
ORD-17-00458,4611125000,2017-01-10,18
ORD-17-00460,2731017000,2017-01-05,5
ORD-17-00464,4960325000,2017-01-05,13
ORD-17-00466,2300224000,2017-01-10,1
ORD-17-00467,3611701114,2017-01-10,1
ORD-17-00468,3110704000,2017-01-10,1
ORD-17-00473,5521204000,2017-01-09,4
ORD-17-00476,4249993000,2017-01-10,1
ORD-17-00477,3090816100,2017-01-09,1
ORD-17-00478,5350104000,2017-01-10,1
ORD-17-00485,2490881000,2017-01-10,1
ORD-17-00487,3999997200,2017-01-10,1
ORD-17-00489,2310059000,2017-01-04,24
ORD-17-00495,4960367000,2017-01-09,1
ORD-17-00496,2310231000,2017-01-10,13
ORD-17-00498,3221155000,2017-01-09,19
ORD-17-00503,2670007000,2017-01-10,3
ORD-17-00504,5070326000,2017-01-05,3
ORD-17-00505,2300506000,2017-01-10,3
ORD-17-00506,3512508000,2017-01-11,1
ORD-17-00507,4342008000,2017-01-11,2
ORD-17-00508,1521001000,2017-01-09,3
ORD-17-00509,3522702000,2017-01-11,1
ORD-17-00511,3540604000,2017-01-10,1
ORD-17-00516,3130206000,2017-01-10,7
ORD-17-00517,3280629000,2017-01-11,12
ORD-17-00524,1700385120,2017-01-11,5
ORD-17-00525,3660534000,2017-01-11,16
ORD-17-00527,3660534000,2017-01-11,1
ORD-17-00533,2452321000,2017-01-10,1
ORD-17-00537,3071165000,2017-01-09,1
ORD-17-00539,4331985000,2017-01-11,1
ORD-17-00540,3211804110,2017-01-10,5
ORD-17-00542,2300688000,2017-01-10,5
ORD-17-00546,3879995000,2017-01-11,1
ORD-17-00547,3881006100,2017-01-11,1
ORD-17-00553,2820020000,2017-01-12,15
ORD-17-00554,4700065000,2017-01-11,1
ORD-17-00556,2319960110,2017-01-11,5
ORD-17-00557,4961412100,2017-01-10,4
ORD-17-00559,0340940000,2017-01-06,2
ORD-17-00560,4580702000,2017-01-11,7
ORD-17-00564,4700065000,2017-01-13,1
ORD-17-00565,3070960000,2017-01-09,1
ORD-17-00566,3460163000,2017-01-11,7
ORD-17-00570,3220218000,2017-01-11,1
ORD-17-00573,3271379000,2017-01-11,17
ORD-17-00576,2731730000,2017-01-12,16
ORD-17-00584,2452322000,2017-01-10,1
ORD-17-00585,3641393000,2017-01-11,1
ORD-17-00586,2721105000,2017-01-05,12
ORD-17-00588,3080425100,2017-01-11,3
ORD-17-00593,0430442100,2017-01-11,9
ORD-17-00596,3201262100,2017-01-11,2
ORD-17-00603,3080437000,2017-01-11,2
ORD-17-00606,2550230100,2017-01-04,9
ORD-17-00610,4970837000,2017-01-10,2
ORD-17-00614,3160408000,2017-01-11,1
ORD-17-00615,2850148000,2017-01-11,6
ORD-17-00619,5779931100,2017-01-12,1
ORD-17-00620,0320143100,2017-01-11,4
ORD-17-00622,2722768000,2017-01-05,19
ORD-17-00623,0430851000,2017-01-11,5
ORD-17-00624,4620913000,2017-01-11,6
ORD-17-00625,3242562000,2017-01-12,1
ORD-17-00628,4200116000,2017-01-12,7
ORD-17-00633,2840722000,2017-01-11,12
ORD-17-00634,2090226000,2017-01-12,7
ORD-17-00635,0430852000,2017-01-11,5
ORD-17-00636,3881424000,2017-01-12,15
ORD-17-00639,4020726000,2017-01-11,1
ORD-17-00640,3040328000,2017-01-12,1
ORD-17-00642,3881207100,2017-01-12,7
ORD-17-00643,2730224000,2017-01-09,4
ORD-17-00644,3020377000,2017-01-12,3
ORD-17-00645,3660545000,2017-01-12,4
ORD-17-00646,2090670000,2017-01-12,6
ORD-17-00649,4200884000,2017-01-12,4
ORD-17-00651,3491753100,2017-01-12,2
ORD-17-00653,5390766000,2017-01-11,1
ORD-17-00654,4350438000,2017-01-12,4
ORD-17-00655,2450211000,2017-01-11,1
ORD-17-00656,2450818000,2017-01-10,4
ORD-17-00658,2420442000,2017-01-10,1
ORD-17-00659,4320618000,2017-01-11,8
ORD-17-00660,3261194000,2017-01-10,1
ORD-17-00662,5410255100,2017-01-12,2
ORD-17-00663,1430068000,2017-01-12,4
ORD-17-00664,5570301100,2017-01-12,2
ORD-17-00666,3670433000,2017-01-12,3
ORD-17-00668,3860685000,2017-01-13,3
ORD-17-00669,2722210000,2017-01-13,1
ORD-17-00670,3891207000,2017-01-12,2
ORD-17-00671,5489908100,2017-01-12,1
ORD-17-00672,2722210000,2017-01-13,1
ORD-17-00673,2821815100,2017-01-12,13
ORD-17-00674,2419994000,2017-01-13,4
ORD-17-00677,2749989000,2017-01-12,3
ORD-17-00681,2680183100,2017-01-12,7
ORD-17-00685,2450529000,2017-01-12,1
ORD-17-00691,0390265000,2017-01-13,1
ORD-17-00693,4331965000,2017-01-12,1
ORD-17-00697,1890264000,2017-01-12,1
ORD-17-00698,4341633000,2017-01-09,6
ORD-17-00699,0000025111,2017-01-12,1
ORD-17-00711,3520787110,2017-01-13,4
ORD-17-00713,3492203000,2017-01-12,1
ORD-17-00718,2300677000,2017-01-11,1
ORD-17-00724,6432481000,2017-01-13,1
ORD-17-00731,2871108000,2017-01-13,1
ORD-17-00733,5591020000,2017-01-12,1
ORD-17-00734,5380202000,2017-01-12,2
ORD-17-00735,3870332100,2017-01-12,1
ORD-17-00737,3870706000,2017-01-12,1
ORD-17-00738,2080863000,2017-01-11,2
ORD-17-00739,2080102000,2017-01-17,1
ORD-17-00740,4351341000,2017-01-09,3
ORD-17-00743,3271258000,2017-01-13,21
ORD-17-00744,2080102000,2017-01-12,3
ORD-17-00745,2810647000,2017-01-17,2
ORD-17-00747,2831263000,2017-01-12,9
ORD-17-00750,3210616000,2017-01-13,1
ORD-17-00751,4702907000,2017-01-12,1
ORD-17-00754,4991888000,2017-01-17,2
ORD-17-00755,4991888000,2017-01-17,2
ORD-17-00757,3141046000,2017-01-13,3
ORD-17-00759,4620128000,2017-01-13,14
ORD-17-00760,3211398200,2017-01-13,1
ORD-17-00761,2061630000,2017-01-12,7
ORD-17-00762,2671019000,2017-01-05,3
ORD-17-00763,2080102000,2017-01-12,13
ORD-17-00764,1870093000,2017-01-12,3
ORD-17-00766,1870395000,2017-01-12,2
ORD-17-00767,4691833000,2017-01-13,2
ORD-17-00770,2690009000,2017-01-13,1
ORD-17-00771,1840244000,2017-01-13,3
ORD-17-00774,2852136000,2017-01-13,1
ORD-17-00775,2841033000,2017-01-12,7
ORD-17-00777,2801218000,2017-01-17,5
ORD-17-00778,3230452110,2017-01-13,1
ORD-17-00779,4090220000,2017-01-13,3
ORD-17-00780,3242425100,2017-01-13,1
ORD-17-00781,3260834110,2017-01-13,1
ORD-17-00782,2430762000,2017-01-13,10
ORD-17-00783,3211505000,2017-01-17,13
ORD-17-00784,5031205000,2017-01-17,1
ORD-17-00785,0340941000,2017-01-06,9
ORD-17-00786,3650422000,2017-01-13,4
ORD-17-00787,3101023000,2017-01-12,15
ORD-17-00789,5050504000,2017-01-17,1
ORD-17-00790,3550759000,2017-01-17,15
ORD-17-00792,4670302000,2017-01-13,1
ORD-17-00793,3470376000,2017-01-17,1
ORD-17-00795,3661906100,2017-01-13,3
ORD-17-00796,4670101110,2017-01-17,3
ORD-17-00797,2450528000,2017-01-13,2
ORD-17-00798,2470222000,2017-01-13,4
ORD-17-00800,3880647100,2017-01-17,2
ORD-17-00802,5381205000,2017-01-13,1
ORD-17-00805,3870704000,2017-01-13,1
ORD-17-00806,3870703000,2017-01-13,1
ORD-17-00809,4000029100,2017-01-12,2
ORD-17-00817,4000030100,2017-01-12,1
ORD-17-00818,2880739000,2017-01-17,1
ORD-17-00819,3270111000,2017-01-17,1
ORD-17-00820,4000031100,2017-01-12,1
ORD-17-00821,0320051000,2017-01-18,9
ORD-17-00822,3600435000,2017-01-17,20
ORD-17-00824,3651355000,2017-01-18,2
ORD-17-00825,3230409110,2017-01-13,1
ORD-17-00827,2420401000,2017-01-17,1
ORD-17-00830,3270111000,2017-01-17,1
ORD-17-00831,2641033000,2017-01-13,3
ORD-17-00833,3071204000,2017-01-17,1
ORD-17-00834,2460406000,2017-01-18,2
ORD-17-00835,4330002000,2017-01-12,1
ORD-17-00836,4671016000,2017-01-11,2
ORD-17-00838,3230409110,2017-01-13,1
ORD-17-00839,3070214000,2017-01-12,1
ORD-17-00841,6432481000,2017-01-13,1
ORD-17-00842,3061397000,2017-01-12,1
ORD-17-00843,3061398000,2017-01-12,1
ORD-17-00844,4610306000,2017-01-13,1
ORD-17-00845,3060615100,2017-01-12,1
ORD-17-00846,4340212000,2017-01-12,1
ORD-17-00847,2131001000,2017-01-17,1
ORD-17-00850,3071131000,2017-01-17,2
ORD-17-00851,2739969000,2017-01-17,1
ORD-17-00853,4610123000,2017-01-18,1
ORD-17-00854,4980044100,2017-01-13,1
ORD-17-00858,1901108000,2017-01-13,1
ORD-17-00860,1700385120,2017-01-17,2
ORD-17-00863,2419990110,2017-01-17,5
ORD-17-00864,4010108000,2017-01-11,2
ORD-17-00865,3080433000,2017-01-17,2
ORD-17-00866,2749984110,2017-01-09,3
ORD-17-00868,2680071000,2017-01-10,8
ORD-17-00869,4970416000,2017-01-17,1
ORD-17-00871,3113104100,2017-01-18,8
ORD-17-00873,3590007000,2017-01-17,2
ORD-17-00875,2731748000,2017-01-18,4
ORD-17-00876,5601308100,2017-01-17,1
ORD-17-00877,4690764000,2017-01-17,1
ORD-17-00879,4970353000,2017-01-17,3
ORD-17-00880,3160073000,2017-01-17,4
ORD-17-00881,2730112000,2017-01-18,14
ORD-17-00884,3530234000,2017-01-18,1
ORD-17-00885,2730112000,2017-01-17,4
ORD-17-00885,2730112000,2017-01-18,7
ORD-17-00886,3060784000,2017-01-18,17
ORD-17-00887,5510127000,2017-01-18,2
ORD-17-00888,3250788100,2017-01-18,10
ORD-17-00890,3071201000,2017-01-17,1
ORD-17-00891,2730112000,2017-01-17,4
ORD-17-00891,2730112000,2017-01-18,3
ORD-17-00892,1569993211,2017-01-18,2
